kind,page_href,page_title,h1,nav_text,local_id,official_id,ordinal_in_page,official_caption_or_headers,caption_status,nearest_heading,context_en,rows,cols,n_imgs,workflow_phase,practical_reading_ja,mlflow_links,source_page_url,source_repo_url,image_storage_policy
figure,roaches/roaches.html,Leave-one-out cross validation model checking and comparison: Roaches – Bayesian Workflow book,Leave-one-out cross validation model checking and comparison: Roaches,Ch 24: Leave-one-out cross validation model checking and comparison: Roaches,roaches-roaches/fig-ppc_rootogram-pvi,fig-ppc_rootogram-pvi,15,Figure 15,label_only,5.3 Posterior predictive checking,Looking at the discrete rootogram looks also fine.,,,1,Posterior predictive checking / calibration,モデルが再現すべき特徴を外していないか確認する。PPC統計量と図をartifact化し、モデル改善の根拠にする。,"ppc_stat_*, loo_pit_ecdf_maxdev, calibration_error, replicated_seed",https://avehtari.github.io/Bayesian-Workflow/roaches/roaches.html#fig-ppc_rootogram-pvi,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/roaches/roaches.R,link_only_no_binary_copy_for_crc_book_site
figure,roaches/roaches.html,Leave-one-out cross validation model checking and comparison: Roaches – Bayesian Workflow book,Leave-one-out cross validation model checking and comparison: Roaches,Ch 24: Leave-one-out cross validation model checking and comparison: Roaches,roaches-roaches/fig-ppc_pit-poisson_varying,fig-ppc_pit-poisson_varying,16,Figure 16,label_only,5.3 Posterior predictive checking,PIT-ECDF plot seems to indicate problems,,,1,Posterior predictive checking / calibration,モデルが再現すべき特徴を外していないか確認する。PPC統計量と図をartifact化し、モデル改善の根拠にする。,"ppc_stat_*, loo_pit_ecdf_maxdev, calibration_error, replicated_seed",https://avehtari.github.io/Bayesian-Workflow/roaches/roaches.html#fig-ppc_pit-poisson_varying,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/roaches/roaches.R,link_only_no_binary_copy_for_crc_book_site
figure,roaches/roaches.html,Leave-one-out cross validation model checking and comparison: Roaches – Bayesian Workflow book,Leave-one-out cross validation model checking and comparison: Roaches,Ch 24: Leave-one-out cross validation model checking and comparison: Roaches,roaches-roaches/fig-ppc_intervals-poisson_varying,fig-ppc_intervals-poisson_varying,17,Figure 17,label_only,5.3 Posterior predictive checking,"There are too many PIT values near 0.5. If we look at the predictive intervals and observations, we see that many the observations are in the middle of the posterior predictive int",,,1,Posterior predictive checking / calibration,モデルが再現すべき特徴を外していないか確認する。PPC統計量と図をartifact化し、モデル改善の根拠にする。,"ppc_stat_*, loo_pit_ecdf_maxdev, calibration_error, replicated_seed",https://avehtari.github.io/Bayesian-Workflow/roaches/roaches.html#fig-ppc_intervals-poisson_varying,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/roaches/roaches.R,link_only_no_binary_copy_for_crc_book_site
figure,roaches/roaches.html,Leave-one-out cross validation model checking and comparison: Roaches – Bayesian Workflow book,Leave-one-out cross validation model checking and comparison: Roaches,Ch 24: Leave-one-out cross validation model checking and comparison: Roaches,roaches-roaches/fig-ppc_loo_pit-poisson_varying,fig-ppc_loo_pit-poisson_varying,18,Figure 18,label_only,5.3 Posterior predictive checking,"LOO-PIT’s can take into account the model flexibility, if the computation works. In this case LOO-PIT’s look slightly better, but still showing problems, but this is because PSIS-L",,,1,Posterior predictive checking / calibration,モデルが再現すべき特徴を外していないか確認する。PPC統計量と図をartifact化し、モデル改善の根拠にする。,"ppc_stat_*, loo_pit_ecdf_maxdev, calibration_error, replicated_seed",https://avehtari.github.io/Bayesian-Workflow/roaches/roaches.html#fig-ppc_loo_pit-poisson_varying,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/roaches/roaches.R,link_only_no_binary_copy_for_crc_book_site
figure,roaches/roaches.html,Leave-one-out cross validation model checking and comparison: Roaches – Bayesian Workflow book,Leave-one-out cross validation model checking and comparison: Roaches,Ch 24: Leave-one-out cross validation model checking and comparison: Roaches,roaches-roaches/fig-posterior-poisson_var_int,fig-posterior-poisson_var_int,19,Figure 19,label_only,6 Poisson model with varying intercept and integrated LOO,"The posterior is similar as above for varying intercept Poisson model, as it should be, as the generated quantities is not affecting the posterior.",,,1,Posterior summary / effect interpretation,推定効果・不確実性・派生量を意思決定に接続する。平均だけでなく区間・分布・実務閾値超過確率を残す。,"posterior_draws_uri, model_code_hash, ci_width, decision_threshold_prob",https://avehtari.github.io/Bayesian-Workflow/roaches/roaches.html#fig-posterior-poisson_var_int,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/roaches/roaches.R,link_only_no_binary_copy_for_crc_book_site
figure,roaches/roaches.html,Leave-one-out cross validation model checking and comparison: Roaches – Bayesian Workflow book,Leave-one-out cross validation model checking and comparison: Roaches,Ch 24: Leave-one-out cross validation model checking and comparison: Roaches,roaches-roaches/fig-ppc_loo_pit-poisson_varying_int,fig-ppc_loo_pit-poisson_varying_int,20,Figure 20,label_only,6 Poisson model with varying intercept and integrated LOO,"LOO-PIT plot looks good, although a bit more variation, which is probably due to lower effective sample sizes due to more challenging posterior than for negative binomial model.",,,1,Posterior predictive checking / calibration,モデルが再現すべき特徴を外していないか確認する。PPC統計量と図をartifact化し、モデル改善の根拠にする。,"ppc_stat_*, loo_pit_ecdf_maxdev, calibration_error, replicated_seed",https://avehtari.github.io/Bayesian-Workflow/roaches/roaches.html#fig-ppc_loo_pit-poisson_varying_int,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/roaches/roaches.R,link_only_no_binary_copy_for_crc_book_site
figure,roaches/roaches.html,Leave-one-out cross validation model checking and comparison: Roaches – Bayesian Workflow book,Leave-one-out cross validation model checking and comparison: Roaches,Ch 24: Leave-one-out cross validation model checking and comparison: Roaches,roaches-roaches/fig-pava-p_vi,fig-pava-p_vi,21,Figure 21,label_only,6 Poisson model with varying intercept and integrated LOO,We check the calibration of predictive probabilities for zeros vs non-zeros. The calibration plot looks better than with negative binomial model. The predicted probabilities have w,,,1,Posterior predictive checking / calibration,モデルが再現すべき特徴を外していないか確認する。PPC統計量と図をartifact化し、モデル改善の根拠にする。,"ppc_stat_*, loo_pit_ecdf_maxdev, calibration_error, replicated_seed",https://avehtari.github.io/Bayesian-Workflow/roaches/roaches.html#fig-pava-p_vi,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/roaches/roaches.R,link_only_no_binary_copy_for_crc_book_site
figure,roaches/roaches.html,Leave-one-out cross validation model checking and comparison: Roaches – Bayesian Workflow book,Leave-one-out cross validation model checking and comparison: Roaches,Ch 24: Leave-one-out cross validation model checking and comparison: Roaches,roaches-roaches/fig-ppc_dens-zinb,fig-ppc_dens-zinb,22,Figure 22,label_only,7 Zero-inflated negative-binomial model,"Posterior predictive checking looks good, but there is no clear difference when looking at marginal predictive distributions or LOO-PIT.",,,1,Posterior predictive checking / calibration,モデルが再現すべき特徴を外していないか確認する。PPC統計量と図をartifact化し、モデル改善の根拠にする。,"ppc_stat_*, loo_pit_ecdf_maxdev, calibration_error, replicated_seed",https://avehtari.github.io/Bayesian-Workflow/roaches/roaches.html#fig-ppc_dens-zinb,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/roaches/roaches.R,link_only_no_binary_copy_for_crc_book_site
figure,roaches/roaches.html,Leave-one-out cross validation model checking and comparison: Roaches – Bayesian Workflow book,Leave-one-out cross validation model checking and comparison: Roaches,Ch 24: Leave-one-out cross validation model checking and comparison: Roaches,roaches-roaches/fig-ppc_rootogram-zinb,fig-ppc_rootogram-zinb,23,Figure 23,label_only,7 Zero-inflated negative-binomial model,"Posterior predictive checking looks good, but there is no clear difference when looking at marginal predictive distributions or LOO-PIT.",,,1,Posterior predictive checking / calibration,モデルが再現すべき特徴を外していないか確認する。PPC統計量と図をartifact化し、モデル改善の根拠にする。,"ppc_stat_*, loo_pit_ecdf_maxdev, calibration_error, replicated_seed",https://avehtari.github.io/Bayesian-Workflow/roaches/roaches.html#fig-ppc_rootogram-zinb,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/roaches/roaches.R,link_only_no_binary_copy_for_crc_book_site
figure,roaches/roaches.html,Leave-one-out cross validation model checking and comparison: Roaches – Bayesian Workflow book,Leave-one-out cross validation model checking and comparison: Roaches,Ch 24: Leave-one-out cross validation model checking and comparison: Roaches,roaches-roaches/fig-ppc_loo_pit-zinb,fig-ppc_loo_pit-zinb,24,Figure 24,label_only,7 Zero-inflated negative-binomial model,LOO-PIT-ECDF,,,1,Posterior predictive checking / calibration,モデルが再現すべき特徴を外していないか確認する。PPC統計量と図をartifact化し、モデル改善の根拠にする。,"ppc_stat_*, loo_pit_ecdf_maxdev, calibration_error, replicated_seed",https://avehtari.github.io/Bayesian-Workflow/roaches/roaches.html#fig-ppc_loo_pit-zinb,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/roaches/roaches.R,link_only_no_binary_copy_for_crc_book_site
figure,roaches/roaches.html,Leave-one-out cross validation model checking and comparison: Roaches – Bayesian Workflow book,Leave-one-out cross validation model checking and comparison: Roaches,Ch 24: Leave-one-out cross validation model checking and comparison: Roaches,roaches-roaches/fig-pava-zinb,fig-pava-zinb,25,Figure 25,label_only,7 Zero-inflated negative-binomial model,Reliability diagram assessing the calibration of predicted probabilities of zero vs non-zero looks clearly better than the one for negative binomial model.,,,1,Posterior predictive checking / calibration,モデルが再現すべき特徴を外していないか確認する。PPC統計量と図をartifact化し、モデル改善の根拠にする。,"ppc_stat_*, loo_pit_ecdf_maxdev, calibration_error, replicated_seed",https://avehtari.github.io/Bayesian-Workflow/roaches/roaches.html#fig-pava-zinb,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/roaches/roaches.R,link_only_no_binary_copy_for_crc_book_site
figure,roaches/roaches.html,Leave-one-out cross validation model checking and comparison: Roaches – Bayesian Workflow book,Leave-one-out cross validation model checking and comparison: Roaches,Ch 24: Leave-one-out cross validation model checking and comparison: Roaches,roaches-roaches/fig-posterior-zinb,fig-posterior-zinb,26,Figure 26,label_only,7.1 Analyse posterior,Plot posterior,,,1,Posterior summary / effect interpretation,推定効果・不確実性・派生量を意思決定に接続する。平均だけでなく区間・分布・実務閾値超過確率を残す。,"posterior_draws_uri, model_code_hash, ci_width, decision_threshold_prob",https://avehtari.github.io/Bayesian-Workflow/roaches/roaches.html#fig-posterior-zinb,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/roaches/roaches.R,link_only_no_binary_copy_for_crc_book_site
figure,roaches/roaches.html,Leave-one-out cross validation model checking and comparison: Roaches – Bayesian Workflow book,Leave-one-out cross validation model checking and comparison: Roaches,Ch 24: Leave-one-out cross validation model checking and comparison: Roaches,roaches-roaches/fig-effect-zinb,fig-effect-zinb,27,Figure 27,label_only,7.1 Analyse posterior,Ratio of expected number of roaches with vs without treatment,,,1,Posterior summary / effect interpretation,推定効果・不確実性・派生量を意思決定に接続する。平均だけでなく区間・分布・実務閾値超過確率を残す。,"posterior_draws_uri, model_code_hash, ci_width, decision_threshold_prob",https://avehtari.github.io/Bayesian-Workflow/roaches/roaches.html#fig-effect-zinb,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/roaches/roaches.R,link_only_no_binary_copy_for_crc_book_site
figure,roaches/roaches.html,Leave-one-out cross validation model checking and comparison: Roaches – Bayesian Workflow book,Leave-one-out cross validation model checking and comparison: Roaches,Ch 24: Leave-one-out cross validation model checking and comparison: Roaches,roaches-roaches/fig-effect-p-nb-zinb,fig-effect-p-nb-zinb,28,Figure 28,label_only,7.1 Analyse posterior,"Assuming our model is causally sensible, we can trust the posterior more if the model has well calibrated predictive distributions (passes posterior and LOO predictive, and calibra",,,1,Posterior summary / effect interpretation,推定効果・不確実性・派生量を意思決定に接続する。平均だけでなく区間・分布・実務閾値超過確率を残す。,"posterior_draws_uri, model_code_hash, ci_width, decision_threshold_prob",https://avehtari.github.io/Bayesian-Workflow/roaches/roaches.html#fig-effect-p-nb-zinb,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/roaches/roaches.R,link_only_no_binary_copy_for_crc_book_site
